SessionID,StudentLevel,Discipline,SessionDate,SessionLengthMin,TotalPrompts,AI_AssistanceLevel,FinalOutcome,UsedAgain,SatisfactionRating,TaskType_Brainstorming,TaskType_Coding,TaskType_Homework Help,TaskType_Research,TaskType_Studying,TaskType_Writing
SESSION00286,2,History,2025-02-18,16.3,5,2,1,0,1.0,False,False,False,True,False,False
SESSION00287,3,Computer Science,2025-05-22,6.57,1,2,1,1,1.3,False,False,False,False,True,False
SESSION00288,2,Biology,2025-06-04,14.75,3,4,3,1,4.6,False,False,False,False,True,False
SESSION00289,2,Biology,2024-08-11,28.55,8,3,3,1,3.2,False,False,True,False,False,False
SESSION00290,1,Computer Science,2025-03-25,33.99,15,5,3,1,4.8,False,False,False,False,True,False
SESSION00291,1,Biology,2024-12-04,26.87,7,4,3,0,3.9,False,False,False,False,True,False
SESSION00292,1,Math,2024-10-01,16.5,3,3,3,0,2.2,False,False,False,False,True,False
SESSION00293,1,Biology,2025-03-02,32.25,8,5,3,0,4.1,False,False,False,False,False,True
SESSION00294,1,Biology,2025-02-14,47.14,14,3,1,1,2.6,False,False,False,False,True,False
SESSION00295,2,Biology,2025-01-03,51.31,17,3,2,0,2.8,True,False,False,False,False,False
SESSION00296,2,Math,2024-06-24,7.44,1,5,2,0,5.0,False,False,False,False,False,True
SESSION00297,2,History,2024-08-07,5.22,1,5,1,0,5.0,False,False,False,False,True,False
SESSION00298,2,Psychology,2024-11-28,21.84,5,3,3,1,1.8,False,False,False,False,False,True
SESSION00299,1,Math,2025-02-08,16.6,3,4,1,1,4.2,False,True,False,False,False,False
SESSION00300,2,Biology,2024-09-06,15.18,3,4,3,1,4.6,False,True,False,False,False,False
SESSION00301,2,Biology,2025-04-10,7.5,2,4,2,1,5.0,False,False,False,False,False,True
SESSION00302,1,Psychology,2024-09-30,26.34,6,4,3,1,2.6,False,False,False,False,False,True
SESSION00303,2,Biology,2025-03-19,5.5,1,3,1,1,2.4,False,False,True,False,False,False
SESSION00304,2,Math,2024-08-12,11.76,3,3,1,1,3.5,False,False,False,True,False,False
SESSION00305,2,Psychology,2025-02-02,25.46,10,2,3,1,1.9,False,True,False,False,False,False
SESSION00306,1,Math,2024-09-03,9.37,2,4,2,0,4.6,False,True,False,False,False,False
SESSION00307,3,Business,2025-05-06,7.17,2,1,3,0,1.5,False,True,False,False,False,False
SESSION00308,1,Engineering,2025-02-27,5.81,1,5,1,1,5.0,False,False,True,False,False,False
SESSION00309,1,Business,2025-02-04,35.62,13,3,2,1,2.5,False,False,False,False,True,False
SESSION00310,2,Business,2024-08-09,16.58,3,2,3,1,3.3,False,False,False,False,False,True
SESSION00311,2,Computer Science,2025-03-11,3.82,1,2,0,0,2.3,False,False,False,False,True,False
SESSION00312,1,Biology,2024-09-28,5.55,2,3,3,1,3.5,False,False,False,False,True,False
SESSION00313,3,Engineering,2024-08-14,33.36,12,5,3,1,5.0,False,False,True,False,False,False
SESSION00314,2,History,2025-03-27,9.81,2,5,3,1,5.0,False,False,True,False,False,False
SESSION00315,1,History,2024-07-09,47.09,15,4,3,1,4.8,False,False,False,False,True,False
SESSION00316,2,Computer Science,2024-09-21,16.69,8,3,3,1,2.5,False,True,False,False,False,False
SESSION00317,2,History,2024-09-29,31.75,10,5,1,1,5.0,False,True,False,False,False,False
SESSION00318,3,Biology,2025-04-09,3.3,1,4,2,1,5.0,False,False,False,False,False,True
SESSION00319,2,Biology,2024-07-12,6.4,1,2,3,1,1.8,False,True,False,False,False,False
SESSION00320,2,History,2025-04-03,4.74,1,3,1,1,3.7,False,False,False,False,False,True
SESSION00321,3,Psychology,2024-07-22,10.98,3,4,2,1,5.0,False,False,True,False,False,False
SESSION00322,2,Business,2025-03-16,7.29,2,2,3,0,3.2,False,False,False,False,False,True
SESSION00323,3,Engineering,2024-11-24,32.5,10,3,2,1,3.1,False,False,True,False,False,False
SESSION00324,3,Engineering,2024-08-14,14.26,2,4,1,0,3.2,False,True,False,False,False,False
SESSION00325,2,Psychology,2024-09-16,4.1,1,3,2,1,4.1,False,False,False,False,True,False
SESSION00326,2,Business,2024-10-09,2.85,1,5,3,1,5.0,False,False,False,False,False,True
SESSION00327,1,Biology,2024-08-06,19.02,6,2,2,1,2.4,False,False,False,False,True,False
SESSION00328,1,Psychology,2025-02-02,16.06,4,5,0,0,4.5,False,False,False,True,False,False
SESSION00329,3,Computer Science,2024-06-25,25.85,5,3,2,1,2.3,False,True,False,False,False,False
SESSION00330,1,Computer Science,2025-03-04,40.09,14,4,1,0,4.2,False,False,True,False,False,False
SESSION00331,1,Psychology,2024-09-13,43.18,11,4,3,1,4.6,False,False,False,False,False,True
SESSION00332,2,Business,2025-03-29,20.72,5,4,2,1,4.8,False,False,False,False,True,False
SESSION00333,3,Business,2024-08-06,32.63,12,2,3,1,2.0,False,False,False,False,True,False
SESSION00334,3,History,2025-05-12,25.56,8,4,2,1,4.0,False,True,False,False,False,False
SESSION00335,2,History,2025-03-21,16.77,3,3,3,1,2.5,False,False,False,False,True,False
SESSION00336,2,Math,2024-06-29,11.91,3,5,3,1,4.6,False,False,True,False,False,False
SESSION00337,2,Computer Science,2024-12-01,41.87,9,3,1,0,2.4,False,False,False,False,False,True
SESSION00338,2,Engineering,2024-08-04,39.77,9,3,3,1,3.0,False,False,False,False,False,True
SESSION00339,3,Biology,2024-11-03,33.45,9,4,0,0,3.7,False,False,False,False,False,True
SESSION00340,2,Business,2024-09-12,23.0,5,3,1,0,3.8,False,True,False,False,False,False
SESSION00341,2,Engineering,2024-12-14,15.82,3,2,3,1,1.0,False,False,True,False,False,False
SESSION00342,2,Business,2024-08-19,10.32,2,2,3,1,2.6,False,False,False,False,False,True
SESSION00343,2,Business,2024-08-20,15.62,6,4,2,1,3.1,False,False,False,False,True,False
SESSION00344,1,Math,2025-04-01,19.67,4,4,3,0,3.1,False,False,False,False,False,True
SESSION00345,2,Math,2025-03-02,12.47,3,4,0,1,4.0,False,True,False,False,False,False
SESSION00346,3,Psychology,2025-04-25,36.36,8,4,2,1,2.5,False,False,False,False,False,True
SESSION00347,1,Biology,2024-08-10,10.01,3,4,1,1,4.4,False,False,False,False,True,False
SESSION00348,2,Computer Science,2025-05-27,15.63,4,5,1,1,5.0,False,False,False,False,True,False
SESSION00349,2,History,2024-11-14,7.9,1,5,3,1,5.0,False,False,False,False,True,False
SESSION00350,2,Business,2024-10-28,0.03,1,5,2,1,5.0,False,False,True,False,False,False
SESSION00351,2,Computer Science,2024-11-30,11.89,3,1,2,1,1.0,False,False,False,False,False,True
SESSION00352,1,Biology,2024-11-18,20.59,9,2,2,1,1.7,False,False,False,False,True,False
SESSION00353,2,History,2025-03-07,7.79,1,2,3,0,2.0,False,False,False,False,False,True
SESSION00354,1,Business,2025-01-11,14.18,4,3,3,1,2.7,False,False,False,False,False,True
SESSION00355,1,Business,2025-03-15,13.67,4,5,3,0,4.6,False,False,False,False,False,True
SESSION00356,2,Psychology,2024-10-08,22.26,8,3,2,0,3.5,False,False,False,False,False,True
SESSION00357,2,Biology,2024-12-13,5.67,1,5,1,0,4.5,False,False,False,False,False,True
SESSION00358,2,Engineering,2025-03-08,9.04,1,3,2,1,3.9,True,False,False,False,False,False
SESSION00359,1,History,2024-09-10,39.09,8,3,2,1,3.4,False,True,False,False,False,False
SESSION00360,2,Psychology,2025-05-23,24.22,5,3,3,0,2.5,False,True,False,False,False,False
SESSION00361,2,Math,2025-02-25,10.69,3,4,0,0,4.4,False,True,False,False,False,False
SESSION00362,2,History,2024-08-19,10.15,3,3,2,1,3.4,False,False,False,False,True,False
SESSION00363,2,Business,2024-09-12,19.26,5,4,3,1,4.1,False,False,False,False,False,True
SESSION00364,2,Psychology,2024-11-22,7.04,2,3,2,1,3.2,False,True,False,False,False,False
SESSION00365,2,Math,2024-11-08,14.84,3,5,3,0,4.6,False,False,True,False,False,False
SESSION00366,2,Math,2024-09-05,9.61,2,4,3,0,5.0,False,False,True,False,False,False
SESSION00367,2,Computer Science,2025-05-27,14.03,6,2,2,0,1.2,False,False,False,False,False,True
SESSION00368,1,Psychology,2025-03-09,4.78,1,1,0,0,1.9,False,True,False,False,False,False
SESSION00369,2,Psychology,2025-05-23,12.03,3,2,3,1,2.9,False,False,False,False,False,True
SESSION00370,3,History,2025-03-08,0.94,1,3,3,1,3.2,False,True,False,False,False,False
SESSION00371,2,Math,2024-09-26,7.55,3,3,2,1,1.0,False,False,True,False,False,False
SESSION00372,2,Engineering,2024-12-31,11.97,2,4,2,0,3.8,False,False,False,False,True,False
SESSION00373,2,Biology,2024-12-30,21.68,4,3,3,1,3.3,False,False,False,False,True,False
SESSION00374,2,Math,2024-10-08,3.93,1,4,3,1,4.5,False,True,False,False,False,False
SESSION00375,2,Business,2024-12-10,3.32,1,2,3,0,2.1,False,True,False,False,False,False
SESSION00376,1,Biology,2024-07-13,13.91,3,5,3,0,4.6,False,False,True,False,False,False
SESSION00377,3,Engineering,2024-09-29,8.47,1,4,2,0,2.4,False,False,True,False,False,False
SESSION00378,2,Business,2024-06-25,6.53,2,3,3,1,2.8,False,False,True,False,False,False
SESSION00379,3,Engineering,2024-12-09,30.96,6,4,3,1,2.4,False,False,True,False,False,False
SESSION00380,2,Math,2024-12-21,17.85,5,3,3,1,5.0,False,False,False,False,False,True
SESSION00381,2,Psychology,2024-08-24,31.31,6,4,1,1,4.1,False,True,False,False,False,False
SESSION00382,3,Math,2024-07-17,18.08,8,3,1,0,3.5,True,False,False,False,False,False
SESSION00383,1,Business,2025-04-23,9.85,3,4,3,1,3.8,False,True,False,False,False,False
SESSION00384,3,Psychology,2025-06-04,33.06,10,2,3,0,1.1,False,True,False,False,False,False
SESSION00385,2,Psychology,2025-05-13,40.6,9,2,3,1,2.2,False,False,False,False,True,False
SESSION00386,1,Math,2024-07-17,11.01,2,2,2,1,1.4,True,False,False,False,False,False
SESSION00387,2,Engineering,2025-04-10,10.49,4,3,2,0,4.7,False,False,False,False,False,True
SESSION00388,2,History,2024-12-19,17.66,4,2,2,1,2.0,False,True,False,False,False,False
SESSION00389,2,Business,2025-01-13,61.31,18,3,3,1,3.2,False,False,False,False,True,False
SESSION00390,2,History,2024-10-14,28.8,6,2,2,1,1.6,True,False,False,False,False,False
SESSION00391,2,Math,2024-09-11,3.53,1,3,3,1,4.1,False,True,False,False,False,False
SESSION00392,2,Engineering,2024-12-01,12.87,4,5,3,1,5.0,False,False,False,True,False,False
SESSION00393,3,Engineering,2024-08-05,3.54,1,4,3,1,4.2,False,False,False,False,False,True
SESSION00394,2,Psychology,2025-06-01,6.99,2,2,3,1,2.9,False,True,False,False,False,False
SESSION00395,1,Biology,2024-10-13,23.69,5,3,3,1,3.5,False,False,False,False,True,False
SESSION00396,1,Biology,2024-08-17,28.33,12,5,1,0,5.0,False,True,False,False,False,False
SESSION00397,1,History,2024-10-12,22.81,5,3,2,1,3.7,False,False,False,False,False,True
SESSION00398,2,Business,2024-10-10,12.61,5,5,1,1,4.2,False,False,True,False,False,False
SESSION00399,1,Biology,2024-08-31,5.02,1,3,3,1,2.3,False,False,False,False,False,True
SESSION00400,3,History,2024-12-06,35.16,7,5,3,1,5.0,False,True,False,False,False,False
SESSION00401,3,Biology,2025-04-18,20.06,9,4,3,1,2.7,False,False,False,False,False,True
SESSION00402,2,Engineering,2024-06-29,7.0,2,3,3,1,2.9,False,True,False,False,False,False
SESSION00403,3,History,2024-12-24,15.1,3,2,1,1,3.7,False,False,False,False,False,True
SESSION00404,3,History,2025-04-25,24.65,6,4,2,1,4.3,False,True,False,False,False,False
SESSION00405,2,Biology,2025-04-16,17.26,3,4,2,1,4.6,False,False,False,False,False,True
SESSION00406,3,Biology,2025-01-15,5.97,2,2,2,1,1.0,False,False,False,False,False,True
SESSION00407,2,History,2024-07-19,51.62,11,3,0,0,3.0,False,False,False,False,True,False
SESSION00408,3,Engineering,2025-02-06,3.38,1,2,3,1,2.2,False,False,True,False,False,False
SESSION00409,2,Engineering,2024-12-17,10.12,4,1,2,1,1.0,False,False,False,False,True,False
SESSION00410,2,Engineering,2024-11-06,12.91,4,3,1,0,3.1,False,True,False,False,False,False
SESSION00411,3,History,2024-10-19,7.62,2,4,0,0,5.0,False,True,False,False,False,False
SESSION00412,2,Business,2025-03-01,15.6,5,3,3,0,2.9,False,False,False,False,True,False
SESSION00413,2,History,2024-09-19,17.95,3,2,3,1,2.1,False,False,False,True,False,False
SESSION00414,1,Business,2024-12-15,62.76,17,4,2,1,3.6,False,False,True,False,False,False
SESSION00415,2,Engineering,2024-09-10,8.1,1,2,2,1,1.0,False,False,False,False,True,False
SESSION00416,2,Psychology,2025-03-18,7.89,1,4,3,1,4.3,False,False,False,False,True,False
SESSION00417,2,Biology,2025-05-25,9.01,1,4,3,1,4.3,False,False,False,False,False,True
SESSION00418,1,Engineering,2024-10-09,28.71,6,5,3,1,5.0,False,False,True,False,False,False
SESSION00419,1,Psychology,2025-05-16,25.06,6,5,3,1,4.1,False,False,True,False,False,False
SESSION00420,3,Biology,2024-12-26,12.02,3,4,3,1,2.9,False,False,False,False,False,True
SESSION00421,2,Math,2024-11-22,3.64,1,2,2,0,2.0,False,True,False,False,False,False
SESSION00422,2,Biology,2024-10-06,41.64,20,3,3,0,4.5,False,False,True,False,False,False
SESSION00423,2,History,2024-08-25,29.96,8,4,2,0,4.7,False,False,False,False,False,True
SESSION00424,2,Math,2024-12-27,40.96,12,4,0,1,4.3,True,False,False,False,False,False
SESSION00425,1,Engineering,2024-09-17,19.56,6,2,3,1,2.0,False,False,False,False,True,False
SESSION00426,3,Engineering,2024-12-11,21.57,6,3,3,0,2.3,False,False,True,False,False,False
SESSION00427,3,Business,2025-06-10,11.4,5,3,3,1,2.4,False,False,False,False,False,True
SESSION00428,2,Biology,2024-08-14,33.76,6,4,0,0,4.0,False,False,False,False,False,True
SESSION00429,3,Business,2024-06-30,68.09,28,5,3,0,5.0,False,False,True,False,False,False
SESSION00430,3,Business,2025-04-23,92.76,31,2,2,1,1.6,False,False,True,False,False,False
SESSION00431,2,Math,2024-09-23,16.97,3,4,3,1,3.8,False,False,False,False,True,False
SESSION00432,2,Business,2025-03-01,7.47,1,3,0,0,2.6,False,False,True,False,False,False
SESSION00433,1,Computer Science,2024-12-29,27.61,7,2,3,1,1.3,False,False,False,False,False,True
SESSION00434,2,History,2024-11-20,20.6,6,2,1,0,2.0,False,False,False,False,True,False
SESSION00435,3,Psychology,2024-09-17,17.54,4,5,3,1,4.7,False,False,False,False,False,True
SESSION00436,2,Computer Science,2025-01-24,31.93,15,3,1,0,2.6,False,True,False,False,False,False
SESSION00437,1,Psychology,2025-01-07,26.93,9,4,1,0,3.6,False,True,False,False,False,False
SESSION00438,3,Computer Science,2025-02-28,20.33,4,3,3,1,3.0,False,True,False,False,False,False
SESSION00439,1,Computer Science,2025-06-21,11.36,2,3,3,1,4.0,False,False,False,False,True,False
SESSION00440,2,Computer Science,2024-08-19,7.84,1,4,2,1,5.0,False,False,False,False,True,False
SESSION00441,2,Psychology,2024-08-05,20.59,8,3,3,0,2.3,False,False,False,False,False,True
SESSION00442,2,Math,2024-10-05,18.72,7,5,3,1,4.3,False,False,True,False,False,False
SESSION00443,3,Engineering,2025-03-31,18.87,8,3,2,1,3.9,False,True,False,False,False,False
SESSION00444,2,Computer Science,2024-11-15,11.1,2,2,3,1,1.8,False,False,False,False,False,True
SESSION00445,2,Math,2025-01-12,1.4,1,3,0,0,2.3,False,False,True,False,False,False
SESSION00446,2,Engineering,2024-09-30,1.25,1,4,3,1,4.5,False,False,False,False,False,True
SESSION00447,2,Psychology,2025-03-18,23.69,6,4,2,1,4.0,False,True,False,False,False,False
SESSION00448,2,Engineering,2024-08-01,27.31,6,3,3,1,2.3,False,True,False,False,False,False
SESSION00449,2,Psychology,2024-10-07,4.03,1,3,3,1,2.5,True,False,False,False,False,False
SESSION00450,2,Business,2025-05-24,19.75,4,3,3,1,4.3,False,True,False,False,False,False
SESSION00451,2,Engineering,2025-03-06,11.61,4,2,2,1,2.3,False,False,True,False,False,False
SESSION00452,3,Biology,2025-01-10,22.5,10,3,1,0,4.9,False,False,False,False,True,False
SESSION00453,2,Engineering,2025-04-30,22.48,9,3,0,1,2.3,False,True,False,False,False,False
SESSION00454,2,Engineering,2024-10-22,8.93,2,3,3,1,4.0,False,False,False,False,False,True
SESSION00455,1,Engineering,2025-04-09,5.1,1,5,3,1,4.1,False,False,False,False,False,True
SESSION00456,3,Psychology,2024-11-27,31.16,14,3,3,1,2.6,False,False,False,False,False,True
SESSION00457,3,Math,2024-07-01,13.58,2,3,1,0,3.7,False,False,False,False,False,True
SESSION00458,3,Math,2024-07-18,17.76,4,2,3,1,2.5,False,False,True,False,False,False
SESSION00459,3,Engineering,2025-01-30,6.17,1,3,2,1,4.6,False,True,False,False,False,False
SESSION00460,3,Biology,2025-06-02,21.22,4,4,3,1,3.0,False,False,False,False,False,True
SESSION00461,2,Business,2024-08-04,11.57,4,3,3,0,1.4,False,True,False,False,False,False
SESSION00462,3,Psychology,2024-09-25,30.38,14,3,3,1,2.5,False,True,False,False,False,False
SESSION00463,2,History,2025-06-08,47.81,20,4,1,0,3.1,False,False,False,False,True,False
SESSION00464,2,History,2024-10-11,13.14,4,5,3,0,4.8,False,False,False,False,False,True
SESSION00465,1,Math,2024-09-29,1.38,1,3,3,1,3.6,False,False,False,False,True,False
SESSION00466,2,Math,2025-05-04,36.05,8,3,3,1,3.3,False,False,False,False,False,True
SESSION00467,2,History,2024-09-26,0.94,1,3,3,1,4.5,False,True,False,False,False,False
SESSION00468,2,History,2025-04-14,17.44,4,3,0,1,2.5,False,False,False,False,True,False
SESSION00469,3,Biology,2025-03-10,14.24,4,5,2,1,5.0,False,False,False,False,False,True
SESSION00470,1,Engineering,2025-06-20,5.23,1,5,2,0,4.5,False,False,False,False,True,False
SESSION00471,2,Psychology,2025-01-25,11.23,3,2,3,1,1.4,False,True,False,False,False,False
SESSION00472,2,Business,2025-05-22,17.09,3,3,1,1,4.2,False,False,False,True,False,False
SESSION00473,2,Business,2025-02-17,24.63,4,4,2,0,5.0,False,True,False,False,False,False
SESSION00474,2,Computer Science,2025-02-02,4.78,1,3,3,1,3.3,False,False,False,True,False,False
SESSION00475,3,History,2025-04-30,18.57,4,4,3,0,3.7,False,False,True,False,False,False
SESSION00476,2,Business,2025-06-18,8.41,2,3,2,1,2.3,True,False,False,False,False,False
SESSION00477,3,Business,2025-01-15,4.79,1,4,2,1,3.4,False,False,False,False,True,False
SESSION00478,2,Engineering,2025-06-17,3.51,1,3,3,0,3.9,False,False,False,False,False,True
SESSION00479,2,Math,2024-09-03,13.31,3,2,2,1,1.0,False,False,False,False,True,False
SESSION00480,2,Engineering,2025-02-22,10.77,2,3,2,1,3.7,False,False,False,False,True,False
SESSION00481,1,Business,2025-01-03,5.43,2,4,0,1,4.5,False,False,False,False,True,False
SESSION00482,3,Biology,2025-01-15,17.2,6,1,2,1,1.0,False,False,True,False,False,False
SESSION00483,3,History,2024-06-25,11.35,2,2,3,1,2.3,False,False,True,False,False,False
SESSION00484,3,Engineering,2024-08-20,48.43,13,4,2,1,3.9,False,True,False,False,False,False
SESSION00485,3,Math,2024-07-01,20.67,4,4,1,1,4.6,False,False,True,False,False,False
SESSION00486,3,History,2024-10-29,19.91,4,4,2,1,2.9,False,False,False,False,True,False
SESSION00487,2,Biology,2025-04-18,6.9,1,3,1,0,4.3,False,False,False,False,True,False
SESSION00488,2,Business,2025-03-18,50.52,12,3,3,1,3.4,False,True,False,False,False,False
SESSION00489,1,Psychology,2025-04-18,41.71,8,3,3,1,2.9,False,True,False,False,False,False
SESSION00490,2,Engineering,2025-01-25,17.68,4,5,2,1,5.0,False,False,True,False,False,False
SESSION00491,2,Computer Science,2024-12-04,16.15,6,3,3,1,2.2,False,False,True,False,False,False
SESSION00492,2,Engineering,2025-01-30,14.78,3,4,0,1,3.1,False,False,False,False,False,True
SESSION00493,3,Psychology,2024-11-03,8.91,2,3,3,0,3.5,False,False,False,False,True,False
SESSION00494,2,History,2024-06-24,6.15,1,2,2,1,2.2,False,False,False,False,True,False
SESSION00495,2,Business,2024-12-27,12.57,2,3,1,0,4.3,True,False,False,False,False,False
SESSION00496,1,Business,2024-09-07,27.04,11,5,2,0,4.2,False,False,True,False,False,False
SESSION00497,2,Computer Science,2024-09-04,19.51,5,3,3,1,4.4,False,True,False,False,False,False
SESSION00498,2,Math,2024-08-05,22.96,6,4,3,1,5.0,False,False,True,False,False,False
SESSION00499,2,Math,2025-04-04,16.77,5,2,3,1,1.1,False,False,False,False,False,True
SESSION00500,1,Biology,2024-10-20,21.51,4,3,2,1,2.1,False,False,False,False,False,True
SESSION00501,2,Engineering,2025-03-30,10.67,2,3,1,1,3.0,False,False,False,False,True,False
SESSION00502,1,History,2025-04-16,51.13,23,3,3,0,1.8,False,False,True,False,False,False
SESSION00503,3,Business,2024-12-05,3.08,1,3,0,0,3.0,False,False,False,False,False,True
SESSION00504,1,Engineering,2024-09-29,29.54,5,5,2,1,4.9,True,False,False,False,False,False
SESSION00505,2,Engineering,2025-03-21,0.8,1,4,2,1,5.0,False,False,False,False,False,True
